Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
Shaquille O'Neal,2006-07,34,MIA,NBA,C,40.0,39,28.4,7.1,12.0,0.591,0.0,0.0,,7.1,12.0,0.591,0.591,3.1,7.4,0.422,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2007-08,35,2TM,NBA,C,61.0,61,28.7,5.4,9.1,0.593,0.0,0.0,,5.4,9.1,0.593,0.593,2.8,5.5,0.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7,13.6,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2007-08,35,MIA,NBA,C,33.0,33,28.6,5.8,10.0,0.581,0.0,0.0,,5.8,10.0,0.581,0.581,2.7,5.4,0.494,3.0,4.8,7.8,1.4,0.6,1.6,3.0,4.1,14.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2007-08,35,PHO,NBA,C,28.0,28,28.7,5.0,8.2,0.611,0.0,0.0,,5.0,8.2,0.611,0.611,2.9,5.7,0.513,2.4,8.2,10.6,1.7,0.5,1.2,3.0,3.4,12.9,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2008-09,36,PHO,NBA,C,75.0,75,30.0,6.8,11.2,0.609,0.0,0.0,0.0,6.8,11.2,0.61,0.609,4.1,6.9,0.595,2.5,5.9,8.4,1.7,0.7,1.4,2.2,3.4,17.8,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2009-10,37,CLE,NBA,C,53.0,53,23.4,4.9,8.7,0.566,0.0,0.0,0.0,4.9,8.7,0.567,0.566,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Shaquille O'Neal,2010-11,38,BOS,NBA,C,37.0,36,20.3,3.6,5.4,0.667,0.0,0.0,,3.6,5.4,0.667,0.667,2.0,3.5,0.557,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,1999-00,https://www.basketball-reference.com/req/202106291/images/headshots/onealsh01.jpg,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"Shaquille Rashaun O'Neal (/ʃəˈkiːl/ shə-KEEL; born March 6, 1972), known commonly as Shaq (/ʃæk/ SHAK), is an American former professional basketball player who is a sports analyst on the television program Inside the NBA. He is a 7-foot-1-inch (2.16 m) and 325-pound (147 kg) center who played for six teams over his 19-year career in the National Basketball Association (NBA) and is a four-time NBA champion. O'Neal is regarded as one of the greatest basketball players and centers of all time."
Karl Malone,1985-86,22,UTA,NBA,PF,81.0,76,30.6,6.2,12.5,0.496,0.0,0.0,0.0,6.2,12.5,0.497,0.496,2.4,5.0,0.481,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1986-87,23,UTA,NBA,PF,82.0,82,34.8,8.9,17.3,0.512,0.0,0.1,0.0,8.9,17.3,0.514,0.512,3.9,6.6,0.598,3.4,7.0,10.4,1.9,1.3,0.7,2.9,3.9,21.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1987-88,24,UTA,NBA,PF,82.0,82,39.0,10.5,20.1,0.52,0.0,0.1,0.0,10.5,20.1,0.522,0.52,6.7,9.6,0.7,3.4,8.6,12.0,2.4,1.4,0.6,4.0,3.6,27.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1988-89,25,UTA,NBA,PF,80.0,80,39.1,10.1,19.5,0.519,0.1,0.2,0.313,10.1,19.3,0.521,0.521,8.8,11.5,0.766,3.2,7.4,10.7,2.7,1.8,0.9,3.6,3.6,29.1,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1989-90,26,UTA,NBA,PF,82.0,82,38.1,11.1,19.8,0.562,0.2,0.5,0.372,11.0,19.3,0.567,0.567,8.5,11.1,0.762,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1990-91,27,UTA,NBA,PF,82.0,82,40.3,10.3,19.6,0.527,0.0,0.2,0.286,10.3,19.4,0.529,0.528,8.3,10.8,0.77,2.9,8.9,11.8,3.3,1.1,1.0,3.0,3.3,29.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1991-92,28,UTA,NBA,PF,81.0,81,37.7,9.9,18.7,0.526,0.0,0.2,0.176,9.8,18.5,0.53,0.527,8.3,10.7,0.778,2.8,8.4,11.2,3.0,1.3,0.6,3.1,2.8,28.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1992-93,29,UTA,NBA,PF,82.0,82,37.8,9.7,17.6,0.552,0.0,0.2,0.2,9.7,17.4,0.557,0.554,7.5,10.2,0.74,2.8,8.4,11.2,3.8,1.5,1.0,2.9,3.2,27.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1993-94,30,UTA,NBA,PF,82.0,82,40.6,9.4,18.9,0.497,0.1,0.4,0.25,9.3,18.5,0.503,0.5,6.2,9.0,0.694,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1994-95,31,UTA,NBA,PF,82.0,82,38.1,10.1,18.9,0.536,0.1,0.5,0.268,10.0,18.4,0.543,0.54,6.3,8.5,0.742,1.9,8.7,10.6,3.5,1.6,1.0,2.9,3.3,26.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1995-96,32,UTA,NBA,PF,82.0,82,38.0,9.6,18.5,0.519,0.2,0.5,0.4,9.4,18.0,0.522,0.524,6.2,8.6,0.723,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1996-97,33,UTA,NBA,PF,82.0,82,36.6,10.5,19.2,0.55,0.0,0.2,0.0,10.5,19.0,0.555,0.55,6.4,8.4,0.755,2.4,7.5,9.9,4.5,1.4,0.6,2.8,2.6,27.4,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1997-98,34,UTA,NBA,PF,81.0,81,37.4,9.6,18.2,0.53,0.0,0.1,0.333,9.6,18.1,0.531,0.531,7.8,10.2,0.761,2.3,8.0,10.3,3.9,1.2,0.9,3.0,2.9,27.0,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1998-99,35,UTA,NBA,PF,49.0,49,37.4,8.0,16.3,0.493,0.0,0.0,0.0,8.0,16.2,0.494,0.493,7.7,9.8,0.788,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,1999-00,36,UTA,NBA,PF,82.0,82,35.9,9.2,18.0,0.509,0.0,0.1,0.25,9.1,17.9,0.511,0.51,7.2,9.0,0.797,2.1,7.4,9.5,3.7,1.0,0.9,2.8,2.8,25.5,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,2000-01,37,UTA,NBA,PF,81.0,81,35.7,8.3,16.6,0.498,0.0,0.1,0.4,8.2,16.5,0.499,0.499,6.6,8.3,0.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,2001-02,38,UTA,NBA,PF,80.0,80,38.0,7.9,17.5,0.454,0.1,0.3,0.36,7.8,17.2,0.456,0.457,6.4,8.0,0.797,1.8,6.8,8.6,4.3,1.9,0.7,3.3,2.9,22.4,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,2002-03,39,UTA,NBA,PF,81.0,81,36.2,7.3,15.9,0.462,0.0,0.2,0.214,7.3,15.7,0.464,0.463,5.9,7.7,0.763,1.4,6.4,7.8,4.7,1.7,0.4,2.6,2.5,20.6,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Karl Malone,2003-04,40,LAL,NBA,PF,42.0,42,32.7,4.6,9.5,0.483,0.0,0.0,0.0,4.6,9.5,0.484,0.483,4.0,5.4,0.747,1.5,7.3,8.7,3.9,1.2,0.5,2.5,2.8,13.2,1998-99,https://www.basketball-reference.com/req/202106291/images/headshots/malonka01.jpg,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"Karl Anthony Malone (born July 24, 1963) is an American former professional basketball player in the National Basketball Association (NBA). Nicknamed ""the Mailman"", he is considered one of the greatest power forwards in NBA history. Malone spent his first 18 seasons (1985–2003) in the NBA with the Utah Jazz and formed a formidable duo with his teammate John Stockton. He was a two-time NBA Most Valuable Player, a 14-time NBA All-Star, and a 14-time member of the All-NBA Team, which include 11 consecutive First Team selection. His 36,928 career points scored rank third all-time in NBA history behind LeBron James and Kareem Abdul-Jabbar, and he holds the records for most free throws made and attempted, and most regular season games started, in addition to being tied for the second-most first-team All-NBA selections with Kobe Bryant, both behind LeBron James."
Michael Jordan,1984-85,21,CHI,NBA,SG,82.0,82,38.3,10.2,19.8,0.515,0.1,0.6,0.173,10.1,19.2,0.526,0.518,7.7,9.1,0.845,2.0,4.5,6.5,5.9,2.4,0.8,3.5,3.5,28.2,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1985-86,22,CHI,NBA,SG,18.0,7,25.1,8.3,18.2,0.457,0.2,1.0,0.167,8.2,17.2,0.474,0.462,5.8,6.9,0.84,1.3,2.3,3.6,2.9,2.1,1.2,2.5,2.6,22.7,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1986-87,23,CHI,NBA,SG,82.0,82,40.0,13.4,27.8,0.482,0.1,0.8,0.182,13.2,27.0,0.491,0.484,10.2,11.9,0.857,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
Michael Jordan,1987-88,24,CHI,NBA,SG,82.0,82,40.4,13.0,24.4,0.535,0.1,0.6,0.132,13.0,23.7,0.546,0.537,8.8,10.5,0.841,1.7,3.8,5.5,5.9,3.2,1.6,3.1,3.3,35.0,1997-98,https://www.basketball-reference.com/req/202106291/images/headshots/jordami01.jpg,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"Michael Jeffrey Jordan (born February 17, 1963), also known by his initials MJ, is an American businessman and former professional basketball player. He played 15 seasons in the National Basketball Association (NBA) between 1984 and 2003, winning six NBA championships with the Chicago Bulls. He was integral in popularizing basketball and the NBA around the world in the 1980s and 1990s, becoming a global cultural icon."
