Player,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MVP_Award_Year,PlayerPhoto,TeamLogo,PlayerInfo
Kevin Durant,2022-23,34,2TM,NBA,PF,47.0,47,35.6,10.3,18.3,0.56,2.0,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2022-23,34,BRK,NBA,PF,39.0,39,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2022-23,34,PHO,NBA,PF,8.0,8,33.6,9.1,16.0,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5.0,6.0,0.833,0.4,6.0,6.4,3.5,0.3,1.3,2.5,0.9,26.0,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2023-24,35,PHO,NBA,PF,75.0,75,37.2,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5.0,0.9,1.2,3.3,1.8,27.1,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
Kevin Durant,2024-25,36,PHO,NBA,PF,44.0,44,36.6,9.8,18.4,0.532,2.3,5.8,0.401,7.5,12.6,0.593,0.596,5.0,6.1,0.824,0.4,5.6,6.0,4.2,0.9,1.4,3.0,1.7,26.9,2013-14,https://www.basketball-reference.com/req/202106291/images/headshots/duranke01.jpg,,"Kevin Wayne Durant (born September 29, 1988), also known by his initials KD, is an American professional basketball player for the Phoenix Suns of the National Basketball Association (NBA). Durant has won two NBA championships, four Olympic gold medals, an NBA Most Valuable Player Award, two Finals MVP Awards, two NBA All-Star Game Most Valuable Player Awards, four NBA scoring titles, and the NBA Rookie of the Year Award; been named to 11 All-NBA teams (including six First Teams); and selected 15 times as an NBA All-Star. In 2021, Durant was named to the NBA 75th Anniversary Team. He ranks eighth among NBA career scoring leaders."
LeBron James,2003-04,19,CLE,NBA,SG,79.0,79,39.5,7.9,18.9,0.417,0.8,2.7,0.29,7.1,16.1,0.438,0.438,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2004-05,20,CLE,NBA,SF,80.0,80,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6.0,8.0,0.75,1.4,6.0,7.4,7.2,2.2,0.7,3.3,1.8,27.2,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2005-06,21,CLE,NBA,SF,79.0,79,42.5,11.1,23.1,0.48,1.6,4.8,0.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2006-07,22,CLE,NBA,SF,78.0,78,40.9,9.9,20.8,0.476,1.3,4.0,0.319,8.6,16.8,0.513,0.507,6.3,9.0,0.698,1.1,5.7,6.7,6.0,1.6,0.7,3.2,2.2,27.3,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2007-08,23,CLE,NBA,SF,75.0,74,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2008-09,24,CLE,NBA,SF,81.0,81,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2009-10,25,CLE,NBA,SF,76.0,76,39.0,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15.0,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2010-11,26,MIA,NBA,SF,79.0,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1.0,6.5,7.5,7.0,1.6,0.6,3.6,2.1,26.7,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2011-12,27,MIA,NBA,SF,62.0,62,37.5,10.0,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2012-13,28,MIA,NBA,PF,76.0,76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7.0,0.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2013-14,29,MIA,NBA,PF,77.0,77,37.7,10.0,17.6,0.567,1.5,4.0,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
LeBron James,2014-15,30,CLE,NBA,SF,69.0,69,36.1,9.0,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6.0,7.4,1.6,0.7,3.9,2.0,25.3,2012-13,https://www.basketball-reference.com/req/202106291/images/headshots/jamesle01.jpg,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"LeBron Raymone James Sr. (/ləˈbrɒn/; lə-BRON; born December 30, 1984) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). Nicknamed ""King James"", he is considered one of the greatest basketball players of all time. He has won four NBA championships from 10 NBA Finals appearances, having made eight consecutive appearances between 2011 and 2018. He also won the inaugural NBA Cup in 2023 with the Lakers, three Olympic gold medals as a member of the U. S. national team, and the Olympics MVP in the 2024 Summer Olympics."
